@relation result_new_train4_win

@attribute AVRAGE numeric
@attribute Dealer1 numeric
@attribute PlayerSum numeric
@attribute HITorSTAND {S,H}

@data
7.07,10,15,S
7.07,10,14,H
7.25,9,9,S
7.5,9,13,S
7.51,11,16,H
7.86,11,11,S
7.34,4,13,S
7.34,4,11,H
7.98,2,20,S
7.46,11,9,S
7.46,11,5,H
7.58,11,17,S
7.58,11,11,H
6.96,7,5,S
7.46,10,8,S
7.46,10,12,H
7.4,4,15,H
7.06,11,8,S
7.06,11,8,H
8.29,4,8,S
7.94,2,20,S
6.82,6,17,S
7.32,11,14,S
8.02,5,16,H
7.52,8,10,H
7.53,11,15,S
6.06,10,9,H
7.61,5,8,S
7.06,10,18,S
7.66,6,17,S
6.36,3,15,S
6.36,3,7,H
7.58,4,17,H
6.02,2,20,S
6.02,2,15,H
7.67,11,13,S
7.67,11,9,H
7.26,3,17,S
7.26,3,13,H
7.81,3,8,S
7.81,3,13,H
7.04,10,20,S
6.83,5,14,S
6.81,2,14,S
6.81,2,13,H
8.53,9,10,H
7.56,2,19,S
7.35,2,18,S
7.35,2,13,H
7.19,6,16,S
7.57,4,13,S
6.91,10,17,H
7.35,6,20,S
6.69,4,11,S
6.7,5,18,S
7.34,7,16,S
7.83,9,14,S
7.78,4,17,S
7.09,2,20,S
8.22,8,18,S
8.22,8,16,H
8.54,7,20,S
8.54,7,17,H
6.77,10,9,S
7.68,5,11,H
7.77,4,18,S
7.77,4,14,H
7.25,6,15,S
7.25,6,12,H
7.72,2,19,S
7.28,2,10,S
6.5,10,15,S
7.66,7,8,S
7.66,7,18,H
6.61,4,11,S
6.61,4,6,H
7.49,10,17,H
8.2,5,15,H
7.09,3,10,S
7.09,3,7,H
7.35,4,10,S
7.35,4,11,H
7.4,10,8,S
7.4,10,10,H
6.38,9,14,S
6.38,9,12,H
7.42,3,14,S
6.18,9,13,H
8.36,11,18,S
7.01,9,20,S
6.69,4,11,S
6.69,4,12,H
6.09,2,20,S
6.09,2,17,H
6.67,4,13,S
7.46,3,19,S
8.16,10,14,S
6.1,4,17,H
8.38,10,14,S
7.73,8,4,S
7.73,8,15,H
7.33,6,12,S
7.52,4,7,S
7.71,2,11,S
6.37,10,14,H
7.58,2,18,S
7.58,2,13,H
7.1,3,13,S
7.1,3,14,H
7.24,5,13,S
7.49,3,20,S
7.49,3,14,H
7.23,6,13,H
7.1,2,13,S
7.1,2,13,H
7.69,6,15,H
7.46,3,19,S
7.46,3,14,H
6.56,5,11,S
7.17,10,8,S
7.17,10,10,H
7.58,2,13,H
7.57,7,12,S
6.41,10,20,S
7.97,7,10,H
7.55,10,15,S
7.62,9,8,H
7.13,2,13,H
7.21,6,8,S
7.21,6,18,H
8.56,6,18,S
7.94,2,20,S
7.57,7,17,S
8.62,7,14,S
7.13,2,20,S
6.9,3,10,S
6.9,3,12,H
6.65,5,15,S
6.65,5,15,H
5.32,2,10,S
5.32,2,15,H
6.94,10,10,S
7.96,4,16,S
7.96,4,13,H
7.19,10,13,H
6.92,2,20,S
7.18,4,16,S
7.13,4,18,H
8.69,8,16,S
8.69,8,11,H
6.35,4,19,S
7.06,7,14,S
7.06,7,10,H
6.83,10,10,H
7.06,10,18,S
7.06,10,12,H
8.26,10,20,S
8.26,10,4,H
7.04,2,20,S
7.04,2,12,H
7.42,10,20,S
7.42,10,10,H
7.04,10,20,S
7.04,10,9,H
7.41,3,17,H
7.04,5,11,S
7.13,9,17,S
7.13,9,10,H
7.1,3,8,S
7.58,7,13,S
7.35,4,11,S
7.35,4,9,H
7.51,4,12,S
7.51,4,13,H
6.58,11,15,S
6.58,11,11,H
7.65,5,20,S
7.43,9,13,S
7.43,9,12,H
6.88,10,18,S
6.95,5,7,S
6.95,5,12,H
7.69,3,8,S
7.16,10,20,S
8.19,8,10,S
7.25,5,12,S
7.4,10,8,S
7.4,10,16,H
7.27,7,13,S
7.7,9,13,S
7.35,3,20,S
6.72,5,19,S
7.55,10,11,S
7.55,10,9,H
6.78,9,14,H
8.53,10,20,S
7.83,6,6,H
6.84,8,19,S
7.2,9,20,S
7.1,2,18,S
7.46,4,18,S
7.41,10,14,S
7.41,10,13,H
7.26,4,13,H
7.71,3,7,S
7.66,8,14,S
7.66,8,9,H
7.7,8,20,S
7.7,8,18,H
7.35,3,15,H
8,3,14,S
8.1,10,20,S
7.93,8,14,H
7.56,7,16,S
7.56,7,15,H
6.94,10,18,S
6.94,10,8,H
7.27,10,16,S
7.22,10,14,S
7.22,10,12,H
7.35,11,14,S
7.35,11,10,H
7.2,10,17,S
6.98,10,15,S
6.98,10,16,H
6.69,4,8,S
7.38,8,14,H
8.27,2,12,S
7.62,10,20,S
7.1,4,18,S
7.17,10,13,S
7.17,10,6,H
7.77,7,17,S
6.83,10,19,S
6.83,10,6,H
6.63,10,13,S
6.63,10,13,H
7.33,5,12,H
7.03,5,18,H
7.6,6,12,S
7.6,6,9,H
8.1,10,9,S
7.35,10,13,S
6.35,3,6,S
7.05,3,14,S
7.05,3,13,H
5.73,5,17,S
5.73,5,14,H
7.46,3,15,S
7.93,6,15,S
7.5,3,14,S
7.5,3,10,H
8.04,10,18,S
7.43,7,14,S
6.9,2,13,S
6.28,9,15,S
8.09,10,5,S
8.09,10,18,H
8.04,7,17,S
7.09,3,18,S
7.09,3,17,H
8.04,6,20,S
7.43,10,14,H
7.28,10,20,S
6.36,7,12,S
6.36,7,6,H
7.6,10,13,S
6.39,7,7,S
7.75,6,20,S
7.75,6,11,H
7.24,9,12,S
7.73,10,8,S
7.73,10,7,H
7.27,2,10,H
7.26,4,16,S
7.26,4,15,H
6.73,6,9,S
7.71,3,20,S
7.71,3,16,H
6.11,10,12,S
6.11,10,6,H
6.42,2,20,S
6.42,2,10,H
7.84,3,13,S
6.76,6,14,H
7.3,10,20,S
6.68,10,7,S
6.68,10,10,H
8.17,9,14,S
7.67,4,12,S
7,5,20,S
7,5,7,H
7.74,8,20,S
7.17,4,16,H
7.36,7,16,H
6.6,7,20,S
7.05,5,20,S
7.96,4,15,S
7.96,4,12,H
7.7,10,12,S
6.2,9,17,S
7.52,4,11,H
7.8,10,15,H
6.52,10,15,H
7.47,11,19,S
7.72,9,14,S
7.8,8,11,H
6.34,6,20,S
6.67,9,14,S
7.36,6,12,S
7.01,6,19,S
7.01,6,9,H
7.17,6,18,S
8.08,2,17,S
7.4,11,19,S
6.26,11,8,S
6.26,11,8,H
7.32,5,4,S
7.32,5,12,H
7.57,10,16,H
6.58,9,20,S
8.43,7,19,S
8.77,10,14,H
6.43,9,9,S
6.43,9,8,H
7.29,2,9,S
6.96,11,13,S
7.05,10,7,S
6.51,7,20,S
7.02,3,11,H
6.49,2,14,H
7.67,10,12,S
7.67,10,14,H
7.71,3,16,S
7.71,3,12,H
6.24,3,13,S
6.24,3,8,H
7.19,10,16,S
6.9,2,9,S
7.23,4,13,S
7.23,4,11,H
7.54,10,17,H
9,2,20,S
7.58,10,14,S
7.58,10,12,H
7.07,10,20,S
7.07,10,11,H
7.11,2,7,S
7.11,2,8,H
7.27,5,13,S
7.15,11,20,S
7.93,3,18,S
6.9,6,18,H
6.67,5,9,S
7.21,7,9,S
6.84,6,14,S
5.89,11,18,S
5.89,11,7,H
7.29,10,14,S
7.44,5,9,S
7.78,8,19,S
7.87,5,9,S
6.14,3,11,H
7.82,4,20,S
7.65,11,14,S
7.79,5,20,S
8.05,11,15,S
8.05,11,11,H
6.96,3,20,S
7.64,11,15,S
7.48,9,20,S
6.93,10,13,S
6.93,10,17,H
7.44,10,10,H
7.07,5,19,S
6.94,3,9,H
6.76,10,6,S
7.14,5,11,S
6.59,10,18,S
8.05,7,20,S
7.94,10,9,H
7.16,6,13,S
7.07,5,10,S
7.07,5,13,H
7.22,7,14,S
7.22,7,10,H
7.49,6,16,S
7.49,6,12,H
6.91,5,6,S
7.56,7,20,S
6.68,2,19,S
7.84,7,10,H
6.54,5,15,S
6.7,5,8,S
7.45,5,20,S
6.42,11,9,H
6.96,5,14,S
7.18,8,16,H
6.17,8,7,S
6.17,8,12,H
7.23,3,16,S
7.35,6,20,S
6,9,20,S
7.17,5,12,S
7.17,5,13,H
8.13,5,20,S
7.31,4,14,S
7.31,4,10,H
7.07,3,20,S
7.36,10,15,S
7.48,2,13,S
7.48,2,17,H
7.38,8,15,S
7,4,15,H
7.71,3,20,S
7.71,3,17,H
8.31,10,9,S
8.31,10,16,H
7.81,11,20,S
7.81,11,15,H
7.41,10,18,H
7.05,7,19,S
7.43,4,9,S
7.75,5,16,H
6.99,10,8,S
7.22,5,12,H
7.44,6,19,S
7.66,10,13,H
6.87,7,13,H
6.57,3,15,S
8.26,6,15,S
7.5,5,13,S
6.87,4,20,S
7.91,9,13,S
7.61,5,20,S
7.14,5,15,S
6.18,5,13,H
7.07,4,18,S
7.07,4,12,H
7.36,8,17,S
7.5,7,19,S
7.5,7,7,H
6.98,5,19,S
6.98,5,9,H
6.19,4,15,S
6.19,4,5,H
6.78,4,7,H
8.17,7,17,H
7.49,6,20,S
7.49,6,12,H
6.97,6,20,S
7.28,10,14,H
6.57,4,12,S
7.68,10,12,S
8.87,2,14,S
7.53,10,9,S
7.53,10,19,H
7.07,2,16,S
7.07,2,9,H
7.72,7,9,S
7.46,8,20,S
7.46,8,16,H
6.68,2,17,S
6.94,9,14,H
6.62,2,15,S
6.62,2,5,H
7.21,4,17,S
6,7,11,H
7.4,9,10,S
7.4,9,15,H
6.95,2,11,S
6.85,9,17,S
6.87,2,12,H
7.39,3,12,S
7.39,3,12,H
6.47,8,10,S
6.47,8,15,H
7.75,6,8,S
7.75,6,13,H
7.56,11,10,S
6.74,5,15,S
7.02,10,10,H
6.62,6,20,S
6.22,11,20,S
7.38,10,14,S
6.8,6,14,S
6.8,6,16,H
7.55,5,13,S
7.55,5,16,H
7.21,5,19,S
7.21,5,14,H
7.33,8,13,H
6.99,7,10,S
6.99,7,6,H
7.13,9,11,S
7.13,9,16,H
7.52,7,12,H
7.13,2,13,S
7.64,11,14,S
7.64,11,11,H
6.79,4,10,S
6.64,3,16,S
6.64,3,11,H
8,4,20,S
6.98,7,18,H
7.39,9,20,S
7.48,2,10,S
7.48,2,10,H
7.63,6,13,S
7.63,6,10,H
7.91,10,15,S
7.82,5,20,S
8.29,10,6,S
8.29,10,10,H
7.02,7,14,S
7.12,11,14,S
7.53,7,18,S
7.53,7,10,H
6.94,7,20,S
6.94,7,10,H
7.26,4,10,S
7.32,10,16,S
7.32,10,11,H
7.54,8,10,S
7.54,8,17,H
7.63,5,18,S
7.6,6,5,S
7.6,6,13,H
7.47,5,14,S
7.6,7,19,S
7.4,4,12,S
7.43,8,15,S
7.43,8,9,H
7.52,6,20,S
7.52,6,10,H
8.13,5,14,S
8.2,10,17,H
6.6,5,10,S
6.6,5,15,H
7.73,2,14,S
6.88,10,15,S
6.88,10,12,H
6.77,9,6,S
6.77,9,11,H
8.07,10,10,S
6.98,6,6,S
7.58,10,12,S
7.55,10,20,S
7.55,10,11,H
6.63,3,18,S
6.63,3,15,H
8.32,4,20,S
8.32,4,19,H
7.34,10,6,S
7.34,10,12,H
8.13,6,12,S
8.13,6,11,H
7.61,6,19,S
7.61,6,7,H
7.52,9,14,H
6.91,11,11,S
7.11,11,12,S
7.11,11,10,H
6.87,2,7,S
7.09,8,11,H
6.13,3,12,S
7.19,5,13,S
7.19,5,14,H
7.53,3,9,S
7.35,4,19,S
7.35,4,12,H
6.74,8,6,S
6.74,8,13,H
6.91,3,14,S
6.91,3,7,H
6.3,7,12,S
8.69,5,15,S
7.32,6,20,S
7.42,9,18,S
7.67,7,14,S
7.45,10,20,S
7.42,10,19,S
7.42,10,14,H
6.72,2,9,H
5.67,8,19,S
7.54,2,20,S
7.54,2,8,H
6.79,10,12,S
7.89,6,7,S
6.62,8,18,S
6.62,8,11,H
7.23,8,11,S
8.11,6,19,S
7.01,4,7,H
6.9,10,16,H
7.61,3,17,S
7.61,3,12,H
6.52,6,9,S
8.26,4,14,S
8.26,4,13,H
8.32,10,20,S
8.02,10,15,H
7.5,11,19,S
7.04,9,16,S
7.04,9,8,H
6.86,3,16,H
8.47,5,19,S
8.47,5,7,H
7.4,8,20,S
8.76,8,19,S
8.76,8,16,H
6.6,10,11,S
6.97,7,20,S
6.97,7,14,H
7.43,6,16,S
7.43,6,14,H
7.05,3,14,H
7.02,2,20,S
7.64,10,19,S
7.64,10,16,H
7.34,10,11,H
7.6,6,13,S
7.97,5,8,S
6.17,10,16,S
6.17,10,14,H
6.31,10,18,S
6.31,10,14,H
6.93,2,20,S
7.24,10,17,S
7.24,10,5,H
7.23,9,13,S
7.65,4,15,H
7.67,10,20,S
8.25,10,19,S
7.58,5,20,S
7.54,10,19,S
7.54,10,16,H
6.36,10,14,S
6.36,10,15,H
7.85,10,11,S
7.85,10,6,H
7.87,10,18,S
8.26,7,17,S
7.87,9,14,S
7.71,8,8,S
7.71,8,15,H
7.53,10,14,H
7.75,10,16,S
7.75,10,8,H
6.96,11,15,S
6.96,11,12,H
7.34,9,20,S
7.66,6,15,H
7.83,3,13,S
7.09,2,20,S
6.9,4,15,S
7.53,6,18,S
7.53,6,14,H
8.4,11,16,S
6.82,5,12,S
7.76,3,10,S
7.19,3,15,H
6.42,5,14,S
6.42,5,14,H
7.09,2,12,H
7.55,10,15,S
6.96,8,13,S
6.89,2,12,S
6.89,2,6,H
7.5,9,16,S
7.5,9,12,H
6.52,3,13,H
7.2,7,17,H
6.94,6,11,S
6.94,6,13,H
6.73,8,18,S
7.43,10,13,S
7.56,7,14,S
7.55,9,17,S
7.55,9,4,H
8.04,6,20,S
8.04,6,11,H
6.35,3,4,S
6.56,4,16,S
7.65,2,20,S
8.25,8,14,S
7.27,10,14,H
7.75,10,13,S
7.47,10,20,S
7.34,10,13,S
7.7,6,14,S
7.7,6,4,H
6.87,10,15,S
6.87,10,13,H
7.98,8,9,S
7.13,8,20,S
7.13,8,10,H
7.5,2,18,S
7.33,6,16,H
7.04,5,20,S
7.04,5,13,H
6.61,10,19,S
6.61,10,11,H
6.95,4,11,S
6.95,4,10,H
7.77,11,17,H
7.97,4,17,S
8.08,7,6,S
8.08,7,10,H
7.14,2,10,S
6.44,5,14,S
6.44,5,6,H
6.99,9,15,S
7.44,7,14,S
7.44,7,11,H
7.34,10,13,S
7.34,10,16,H
6.83,10,15,S
6.83,10,8,H
7.36,10,13,S
7.11,3,20,S
6.54,3,13,S
7.46,10,20,S
7.5,5,8,S
7.48,10,12,H
6.6,11,18,S
7.69,10,18,S
7.18,9,18,S
7.42,10,19,H
7.11,9,19,S
7.11,9,12,H
6.6,5,17,S
6.6,5,9,H
7.6,3,14,H
8.38,2,15,S
7.82,6,8,S
7.82,6,13,H
7.4,3,17,S
7.62,5,20,S
7.4,3,10,S
7.42,7,19,S
7.42,7,18,H
8.23,6,18,S
8.23,6,16,H
6.3,7,14,H
7.63,3,13,S
7.63,3,12,H
7.93,8,20,S
7.12,9,11,S
6.92,3,16,S
6.96,7,8,S
6.46,10,15,S
7.04,7,19,S
7.52,10,15,S
7.44,6,15,S
7.9,9,15,S
7.67,8,17,S
7.67,8,13,H
8.23,5,15,S
8.23,5,7,H
6.8,8,19,S
6.8,8,18,H
6.93,10,12,H
7.33,2,19,S
7.33,2,11,H
7.39,5,18,S
7.04,3,15,S
6.13,7,12,S
8.17,3,9,S
8.17,3,11,H
6.62,4,18,S
7.74,10,12,S
7.83,10,20,S
7.83,10,9,H
7.19,2,6,H
7.9,3,11,S
7.9,3,7,H
7.42,6,19,S
7.66,10,15,S
7.66,10,13,H
7.23,10,17,S
7.19,10,16,S
7.19,10,12,H
6.54,5,16,S
7.68,10,12,S
7.68,10,14,H
7.15,6,15,S
8.31,9,12,S
8.31,9,8,H
7.33,4,20,S
6.63,5,20,S
7.01,5,16,H
7.47,9,16,S
6.65,7,19,S
6.65,7,10,H
7.42,7,12,S
7.42,7,18,H
5.78,5,12,S
7.18,6,10,S
6.79,5,8,H
6.66,10,18,S
6.66,10,9,H
7.25,10,18,S
7.81,11,17,S
7.81,11,13,H
7.37,11,6,S
7.37,11,13,H
7,10,14,H
8.1,2,15,S
6.74,4,20,S
7.62,4,10,S
7.62,4,12,H
5.95,3,12,S
6.9,2,6,S
7.39,10,10,H
8.04,5,20,S
6.95,6,15,S
6.95,6,18,H
7.45,2,20,S
7.45,2,12,H
7.23,10,18,S
6.82,2,11,S
6.82,2,14,H
7.44,9,8,S
8.05,10,6,S
7.68,5,18,S
7.19,5,9,S
6.99,11,20,S
7.52,9,18,H
6.91,4,19,S
6.91,4,13,H
7.56,10,16,S
7.38,2,11,S
7.38,2,6,H
7.91,10,13,S
7.52,9,19,S
6.78,10,11,S
8.14,10,16,S
8,4,19,S
6.8,4,14,S
6.8,4,13,H
6.56,3,10,S
6.56,3,13,H
7.17,7,17,S
7.17,7,11,H
7.53,8,15,H
8.27,5,20,S
6.83,10,20,S
6.28,9,17,H
7.33,11,12,S
7.22,2,20,S
7.22,2,13,H
7.76,10,6,S
7.39,10,15,S
7.61,7,18,S
7.71,10,20,S
7.71,10,11,H
7.04,4,11,S
7.04,4,10,H
7.5,3,16,H
6.71,10,11,S
7.06,3,19,S
7.31,6,11,S
7.31,6,11,H
7.45,7,18,S
6.81,10,17,S
6.81,10,12,H
7.97,5,8,S
8,6,20,S
8,6,8,H
7.35,3,15,S
8.07,6,20,S
8.19,9,18,S
8.19,9,8,H
7.19,6,19,S
7.1,4,13,S
6.72,7,14,H
7.39,6,14,H
6.46,6,16,S
6.46,6,14,H
8.09,7,18,S
8.09,7,15,H
5.85,10,18,S
7.11,4,13,S
7.11,4,10,H
8.35,7,20,S
8.35,7,8,H
5.9,7,13,H
7.04,10,6,S
7.04,10,11,H
5.98,3,9,S
5.98,3,11,H
8.02,2,16,S
8.94,9,19,S
8.25,10,20,S
8.25,10,12,H
7.1,5,15,S
7.27,11,12,H
7.17,10,17,S
7.1,5,9,S
7.1,5,15,H
7.53,10,16,S
7.53,10,4,H
6.91,6,10,H
7.64,9,9,S
7.64,9,14,H
6.69,9,12,H
6.49,11,20,S
7.16,3,15,S
7.16,3,11,H
7.31,11,12,S
7.31,11,9,H
5.65,5,18,S
6.27,10,20,S
6.89,5,20,S
6.89,5,11,H
7.75,10,16,H
7.62,10,13,S
6.95,2,15,S
7.47,8,19,S
8.04,8,11,S
7.81,3,13,S
7.19,4,7,S
7.19,4,10,H
7.82,11,20,S
7.82,11,9,H
7.65,10,14,S
7.65,10,8,H
7.86,10,8,S
7.59,6,20,S
7.59,6,10,H
6.7,3,12,S
8.63,9,18,S
8.34,7,8,H
7.84,5,13,S
6.37,3,13,S
6.37,3,9,H
7.22,6,11,S
7.22,6,15,H
7.9,8,20,S
7.3,10,13,S
7.02,7,6,S
7.72,3,20,S
7.72,3,11,H
7.03,10,20,S
7.24,10,19,S
7.24,10,16,H
7.79,4,11,S
7.79,4,9,H
7.95,3,18,S
7.51,10,12,S
7.51,10,11,H
7.43,10,13,S
7.27,7,12,S
7.27,7,10,H
7.54,6,16,S
6.49,2,8,S
6.49,2,8,H
8.11,5,19,S
7.81,4,4,S
7.81,4,11,H
7.73,8,18,S
7.04,11,19,S
7.04,11,5,H
6.59,8,20,S
6.59,8,11,H
6.75,4,19,S
7.42,7,12,H
7.79,10,13,S
6.92,11,19,S
6.92,11,11,H
8.19,6,20,S
8.19,6,10,H
7.65,10,16,H
7.49,3,20,S
7.26,7,20,S
7.29,6,6,S
7.29,6,15,H
8.63,4,17,S
7.62,2,16,S
7.62,2,10,H
6.93,3,18,S
7.75,3,20,S
6.19,10,8,S
7.62,9,18,S
7.62,9,13,H
8,10,19,S
7.6,6,16,S
7.6,6,12,H
7.43,4,20,S
6.6,4,20,S
6.6,7,11,H
7.77,10,14,S
8.09,5,14,S
8.09,5,16,H
7,4,19,S
7,4,19,H
7.98,2,16,S
7.2,3,7,S
7.2,3,6,H
7.85,3,17,S
6.98,5,16,S
6.98,5,15,H
6.83,9,18,S
7.82,2,13,S
6.35,11,15,S
8.54,5,20,S
6.67,6,13,S
7.58,6,15,S
7.07,4,15,H
7.76,5,13,S
7.76,5,10,H
7.52,7,18,S
7.52,7,10,H
6.4,7,20,S
6.4,7,12,H
8.83,5,11,H
6.86,10,10,S
6.93,10,7,S
7.78,2,16,S
7.78,2,11,H
7.02,11,20,S
6.74,7,18,S
7.09,3,13,H
6.89,10,10,H
7.11,4,11,H
7.4,3,14,H
6.94,10,18,S
7.53,10,20,S
7.16,4,16,S
6.86,7,8,S
7.51,4,12,H
7.22,10,12,S
7.16,11,20,S
6.98,4,9,S
7.54,7,14,S
7.54,7,16,H
6.68,6,20,S
8.02,3,20,S
7.57,9,14,S
7.06,6,10,S
7.72,3,17,S
6.33,2,14,H
6.88,2,11,H
7.98,5,12,S
7.98,5,15,H
6.75,10,15,S
7.4,8,20,S
7.27,2,14,S
8.12,10,20,S
6.39,10,13,S
6.39,10,10,H
7.23,10,16,H
6.45,10,19,S
6.45,10,5,H
7.63,10,5,S
7.32,7,13,S
7.63,5,20,S
7.38,7,12,S
6.63,7,16,H
6.39,8,20,S
6.74,5,15,S
6.74,5,12,H
7.68,9,20,S
7.68,9,13,H
8.01,3,14,S
8.04,6,18,S
7.14,7,20,S
7.14,7,13,H
7.16,5,10,S
8.28,3,11,S
6.61,10,6,S
6.61,10,12,H
6.63,11,10,S
6.92,10,19,H
7.72,10,10,H
7.77,2,19,S
8.31,6,20,S
7.23,3,14,S
7.16,7,15,S
7.42,4,14,S
6.58,9,16,S
8.33,7,19,S
8.08,9,19,S
6.46,5,19,S
6.46,5,16,H
7.18,8,12,S
7.33,2,19,S
7.54,8,8,S
7.54,8,13,H
7.83,11,20,S
6.49,11,20,S
6.49,11,4,H
6.53,10,19,S
7.43,10,9,H
7.42,7,17,S
7.54,2,15,S
7.69,10,18,S
7.69,10,10,H
7.32,4,15,S
7.32,4,8,H
7.19,4,11,S
7.19,4,13,H
7.04,3,13,H
6.87,5,18,S
6.87,5,10,H
7.34,11,8,S
7.34,11,12,H
7.59,4,20,S
7.59,4,15,H
7.78,11,19,S
8.1,10,13,S
7,6,8,S
7,6,12,H
6.79,4,18,S
8.42,5,14,S
8.42,5,6,H
6.75,6,20,S
7.48,6,20,S
7.22,11,18,S
7.22,11,16,H
7.14,4,19,S
7.17,6,14,S
7.17,6,18,H
6.74,10,18,S
7.94,8,14,S
7.36,10,18,S
7.36,10,15,H
7.11,3,13,S
7.11,3,7,H
7.23,9,16,S
7.56,6,19,S
7.4,9,17,S
7.4,9,10,H
7.4,2,18,S
7.28,10,20,S
7.34,6,11,S
7.34,6,10,H
8.02,10,13,S
6.09,6,10,S
6.09,6,13,H
7.76,10,10,H
6.89,10,12,S
6.89,10,11,H
7.25,9,17,H
7.86,10,12,S
8.43,3,20,S
7.3,5,13,S
7.3,5,9,H
6.89,3,14,S
7.81,3,13,H
7.04,4,17,S
7.04,4,17,H
8.24,8,20,S
8.14,10,19,S
8.14,10,16,H
7.48,2,20,S
7.35,10,8,S
6.82,3,15,S
7.93,5,15,S
7.93,5,13,H
6.91,10,14,S
7.42,6,10,S
7.37,3,18,S
8.07,8,12,H
6.95,6,15,S
8.15,10,13,S
7.32,9,10,H
6.98,6,12,H
6.59,5,15,S
6.73,6,20,S
6.91,6,15,S
7.62,10,10,H
7.37,6,9,H
7.61,11,13,H
7.63,6,20,S
7.63,6,15,H
8.07,2,10,S
7.74,6,15,S
7.45,6,20,S
8.05,3,17,S
7.47,9,15,S
8.28,10,19,S
7.49,9,11,H
7.39,10,14,S
7.39,10,12,H
6,10,15,S
6,10,11,H
7.67,8,15,S
7.67,8,8,H
6.83,7,13,S
6.83,7,8,H
7.61,6,15,S
7.61,6,19,H
7.14,6,20,S
7.55,2,20,S
7.53,7,16,S
7.53,7,6,H
7.88,5,13,S
7.88,5,17,H
7.2,10,10,S
6.71,5,8,S
6.71,5,10,H
6.92,4,19,H
7.79,10,14,S
6.75,10,20,S
6.96,4,14,S
7.05,6,20,S
8.11,10,6,S
8.65,8,12,S
8.65,8,10,H
7.87,5,20,S
5.84,7,19,H
7.59,10,10,H
7.7,6,12,S
6.88,11,7,S
7.05,10,15,H
7.29,7,20,S
7.29,7,15,H
7.53,4,19,S
7.4,5,20,S
6.79,7,17,S
6.79,7,8,H
7.39,6,13,S
7.8,9,20,S
7.8,9,11,H
6.12,8,20,S
6.12,8,12,H
7.69,10,16,S
7.69,10,11,H
7.38,10,20,S
7.42,11,16,S
7.42,11,14,H
8.07,4,13,S
7.65,6,13,S
7.61,5,18,S
7.31,8,20,S
7.1,11,17,H
7.7,11,19,S
6.95,9,10,H
7.84,3,18,S
6.8,6,14,S
6.8,6,13,H
6.94,10,8,S
6.7,5,10,S
8.04,5,19,S
7.69,5,16,S
7.69,5,13,H
7.4,4,7,S
7.4,4,8,H
7.33,10,10,S
7.89,8,20,S
6.28,3,11,S
6.28,3,9,H
7.27,10,11,S
7.96,4,20,S
7.96,4,12,H
7,10,19,S
7.21,4,11,H
8.28,10,15,S
7.28,3,9,S
7.28,3,8,H
6.86,3,14,S
6.04,4,20,S
6.04,4,7,H
7.23,10,19,S
7.56,3,9,S
7.22,5,19,H
6.54,6,20,S
6.54,6,8,H
6.78,4,16,S
7.51,7,13,H
7.51,6,17,S
7.51,6,10,H
7.8,7,20,S
7.36,10,20,S
7.36,10,14,H
7.69,9,19,S
7.44,6,8,S
7.09,2,16,S
6.67,7,12,S
6.2,5,15,S
7.05,3,10,S
7.05,3,15,H
6.94,3,15,S
7.34,10,6,S
7.22,7,14,S
7.22,7,4,H
7.37,8,19,S
7.82,5,18,H
7.63,2,17,H
8.23,10,15,H
7.04,10,7,S
7.57,2,11,S
7.72,10,20,S
7.72,10,17,H
7.72,2,20,S
8.7,2,7,S
7.26,3,19,S
7.24,5,20,S
6.03,10,9,H
8,9,20,S
7.38,2,13,H
6.08,5,15,S
7.33,3,11,S
8.05,4,6,S
7.83,2,13,S
7.08,2,6,S
6.98,10,13,S
8.05,3,13,S
7.22,5,11,S
7.22,5,12,H
6.33,2,18,S
7.47,6,8,S
7.47,6,14,H
7.57,6,15,S
7.45,2,16,S
7.45,2,12,H
7.23,10,17,S
7.2,3,20,S
7.58,3,4,S
7.84,2,14,S
7.84,2,11,H
7.6,10,9,H
7.98,11,9,S
7.97,7,19,H
7.18,3,5,S
7.18,3,9,H
7.03,6,16,S
7.03,6,9,H
7.44,10,19,S
7.44,10,9,H
7.02,5,16,S
7.15,5,8,S
7.15,5,5,H
7.64,5,4,S
8.85,9,20,S
7.11,8,19,S
7.11,8,16,H
8.5,8,16,S
7.91,10,14,H
7,10,20,S
7,10,15,H
8.03,11,19,S
7.05,9,14,S
7.05,9,9,H
6.49,4,20,S
7.56,4,10,S
7.56,4,13,H
7.32,6,9,H
7.4,10,9,H
7.37,7,18,S
7.98,3,16,S
7.15,9,7,S
7.15,9,16,H
7.19,5,18,S
7.28,11,17,S
7.48,10,5,S
7.57,6,17,S
7.78,2,5,S
7.28,3,11,H
7.78,5,8,S
6.85,10,15,S
6.85,10,11,H
8.08,2,13,S
6.14,2,11,S
6.14,2,7,H
5.81,7,13,H
8.36,8,20,S
8.36,8,12,H
6.97,7,20,S
6.97,7,7,H
6.48,2,12,H
7.73,3,15,S
6.66,2,15,H
7.44,9,20,S
7.07,2,13,S
7.57,2,20,S
7.89,7,13,S
6.97,4,19,S
7.64,3,13,H
7.22,9,20,S
7.36,6,10,H
6.58,2,16,H
7.11,4,18,S
7.28,2,17,S
7.47,5,17,H
6.84,2,17,S
7.13,8,20,S
7.45,11,14,S
7.45,11,15,H
7.4,4,17,S
7.4,4,15,H
8.06,4,20,S
7.44,4,16,S
6.48,5,18,S
6.48,5,8,H
