@RELATION burstmodel
@ATTRIBUTE dealer-1 string
@ATTRIBUTE dealer-2 string
@ATTRIBUTE player1-1 string
@ATTRIBUTE player1-2 string
@ATTRIBUTE player2-1 string
@ATTRIBUTE player2-2 string
@ATTRIBUTE player3-1 string
@ATTRIBUTE player3-2 string
@ATTRIBUTE player4-1 string
@ATTRIBUTE player4-2 string
@ATTRIBUTE total numeric
@ATTRIBUTE result {burst, non-burst}
@DATA
TEN,SIX,SEVEN,ACE,TWO,EIGHT,NINE,SIX,TWO,TEN,10,non-burst
TEN,SIX,SEVEN,ACE,TWO,EIGHT,NINE,SIX,TWO,TEN,15,non-burst
TEN,SIX,SEVEN,ACE,TWO,EIGHT,NINE,SIX,TWO,TEN,12,non-burst
TEN,EIGHT,FOUR,SIX,SEVEN,EIGHT,SIX,TWO,TWO,TEN,10,non-burst
TEN,EIGHT,FOUR,SIX,SEVEN,EIGHT,SIX,TWO,TWO,TEN,15,non-burst
TEN,EIGHT,FOUR,SIX,SEVEN,EIGHT,SIX,TWO,TWO,TEN,8,non-burst
TEN,EIGHT,FOUR,SIX,SEVEN,EIGHT,SIX,TWO,TWO,TEN,10,non-burst
TEN,EIGHT,FOUR,SIX,SEVEN,EIGHT,SIX,TWO,TWO,TEN,12,non-burst
TEN,EIGHT,FOUR,SIX,SEVEN,EIGHT,SIX,TWO,TWO,TEN,12,non-burst
TEN,EIGHT,TWO,JACK,SEVEN,THREE,THREE,KING,SIX,ACE,12,non-burst
TEN,EIGHT,TWO,JACK,SEVEN,THREE,THREE,KING,SIX,ACE,10,non-burst
TEN,EIGHT,TWO,JACK,SEVEN,THREE,THREE,KING,SIX,ACE,13,non-burst
EIGHT,NINE,TEN,JACK,JACK,NINE,FOUR,NINE,ACE,JACK,13,non-burst
TEN,QUEEN,QUEEN,NINE,EIGHT,THREE,ACE,THREE,KING,TWO,11,non-burst
TEN,QUEEN,QUEEN,NINE,EIGHT,THREE,ACE,THREE,KING,TWO,13,non-burst
TEN,QUEEN,QUEEN,NINE,EIGHT,THREE,ACE,THREE,KING,TWO,14,non-burst
TEN,QUEEN,QUEEN,NINE,EIGHT,THREE,ACE,THREE,KING,TWO,12,non-burst
TEN,QUEEN,QUEEN,NINE,EIGHT,THREE,ACE,THREE,KING,TWO,16,non-burst
FIVE,FOUR,TWO,KING,THREE,FOUR,THREE,EIGHT,NINE,NINE,12,non-burst
FIVE,FOUR,TWO,KING,THREE,FOUR,THREE,EIGHT,NINE,NINE,7,non-burst
FIVE,FOUR,TWO,KING,THREE,FOUR,THREE,EIGHT,NINE,NINE,10,non-burst
FIVE,FOUR,TWO,KING,THREE,FOUR,THREE,EIGHT,NINE,NINE,16,non-burst
FIVE,FOUR,TWO,KING,THREE,FOUR,THREE,EIGHT,NINE,NINE,11,non-burst
FOUR,THREE,QUEEN,TEN,JACK,EIGHT,ACE,KING,NINE,TWO,11,non-burst
FIVE,NINE,EIGHT,ACE,NINE,TWO,EIGHT,TEN,QUEEN,JACK,11,non-burst
NINE,SEVEN,QUEEN,TEN,FIVE,SIX,ACE,TWO,NINE,SEVEN,11,non-burst
NINE,SEVEN,QUEEN,TEN,FIVE,SIX,ACE,TWO,NINE,SEVEN,13,non-burst
NINE,SEVEN,QUEEN,TEN,FIVE,SIX,ACE,TWO,NINE,SEVEN,13,non-burst
NINE,SEVEN,QUEEN,TEN,FIVE,SIX,ACE,TWO,NINE,SEVEN,16,non-burst
SEVEN,TEN,ACE,TEN,TEN,SIX,SEVEN,TEN,FOUR,SEVEN,16,non-burst
SEVEN,TEN,ACE,TEN,TEN,SIX,SEVEN,TEN,FOUR,SEVEN,11,non-burst
SEVEN,TEN,ACE,TEN,TEN,SIX,SEVEN,TEN,FOUR,SEVEN,14,non-burst
JACK,ACE,JACK,KING,NINE,JACK,SEVEN,SEVEN,SEVEN,TEN,14,non-burst
TEN,EIGHT,THREE,KING,QUEEN,TWO,QUEEN,TEN,EIGHT,FIVE,13,non-burst
TEN,EIGHT,THREE,KING,QUEEN,TWO,QUEEN,TEN,EIGHT,FIVE,12,non-burst
TEN,EIGHT,THREE,KING,QUEEN,TWO,QUEEN,TEN,EIGHT,FIVE,13,non-burst
ACE,KING,FOUR,EIGHT,TEN,QUEEN,SIX,SIX,SEVEN,TEN,12,non-burst
ACE,KING,FOUR,EIGHT,TEN,QUEEN,SIX,SIX,SEVEN,TEN,12,non-burst
ACE,KING,FOUR,EIGHT,TEN,QUEEN,SIX,SIX,SEVEN,TEN,15,non-burst
SEVEN,QUEEN,ACE,FIVE,SEVEN,TWO,KING,THREE,EIGHT,NINE,16,non-burst
SEVEN,QUEEN,ACE,FIVE,SEVEN,TWO,KING,THREE,EIGHT,NINE,9,non-burst
SEVEN,QUEEN,ACE,FIVE,SEVEN,TWO,KING,THREE,EIGHT,NINE,15,non-burst
SEVEN,QUEEN,ACE,FIVE,SEVEN,TWO,KING,THREE,EIGHT,NINE,13,non-burst
THREE,TEN,TEN,ACE,THREE,JACK,THREE,TEN,KING,TEN,13,non-burst
THREE,TEN,TEN,ACE,THREE,JACK,THREE,TEN,KING,TEN,13,non-burst
SIX,KING,THREE,EIGHT,THREE,JACK,EIGHT,JACK,FOUR,QUEEN,11,non-burst
SIX,KING,THREE,EIGHT,THREE,JACK,EIGHT,JACK,FOUR,QUEEN,13,non-burst
SIX,KING,THREE,EIGHT,THREE,JACK,EIGHT,JACK,FOUR,QUEEN,14,non-burst
FOUR,JACK,ACE,SEVEN,QUEEN,KING,FIVE,SEVEN,SIX,QUEEN,12,non-burst
FOUR,JACK,ACE,SEVEN,QUEEN,KING,FIVE,SEVEN,SIX,QUEEN,16,non-burst
KING,TEN,THREE,FIVE,FOUR,THREE,FIVE,EIGHT,FIVE,TEN,8,non-burst
KING,TEN,THREE,FIVE,FOUR,THREE,FIVE,EIGHT,FIVE,TEN,12,non-burst
KING,TEN,THREE,FIVE,FOUR,THREE,FIVE,EIGHT,FIVE,TEN,16,non-burst
KING,TEN,THREE,FIVE,FOUR,THREE,FIVE,EIGHT,FIVE,TEN,7,non-burst
KING,TEN,THREE,FIVE,FOUR,THREE,FIVE,EIGHT,FIVE,TEN,13,non-burst
KING,TEN,THREE,FIVE,FOUR,THREE,FIVE,EIGHT,FIVE,TEN,15,non-burst
JACK,SIX,JACK,ACE,THREE,TEN,TEN,FOUR,SIX,FOUR,13,non-burst
JACK,SIX,JACK,ACE,THREE,TEN,TEN,FOUR,SIX,FOUR,14,non-burst
JACK,SIX,JACK,ACE,THREE,TEN,TEN,FOUR,SIX,FOUR,10,non-burst
THREE,SEVEN,TWO,SEVEN,ACE,KING,TEN,QUEEN,SIX,FIVE,9,non-burst
THREE,SEVEN,TWO,SEVEN,ACE,KING,TEN,QUEEN,SIX,FIVE,11,non-burst
SIX,EIGHT,KING,FOUR,EIGHT,NINE,QUEEN,QUEEN,NINE,SIX,14,non-burst
SIX,EIGHT,KING,FOUR,EIGHT,NINE,QUEEN,QUEEN,NINE,SIX,15,non-burst
FOUR,SIX,EIGHT,NINE,TEN,SIX,JACK,TEN,ACE,FOUR,16,non-burst
FOUR,SIX,EIGHT,NINE,TEN,SIX,JACK,TEN,ACE,FOUR,15,non-burst
TWO,SEVEN,SIX,FIVE,SIX,THREE,JACK,KING,ACE,SIX,11,non-burst
TWO,SEVEN,SIX,FIVE,SIX,THREE,JACK,KING,ACE,SIX,9,non-burst
TWO,SEVEN,SIX,FIVE,SIX,THREE,JACK,KING,ACE,SIX,13,non-burst
SIX,FOUR,JACK,FIVE,NINE,FIVE,FOUR,TEN,THREE,FIVE,15,non-burst
SIX,FOUR,JACK,FIVE,NINE,FIVE,FOUR,TEN,THREE,FIVE,14,non-burst
SIX,FOUR,JACK,FIVE,NINE,FIVE,FOUR,TEN,THREE,FIVE,14,non-burst
SIX,FOUR,JACK,FIVE,NINE,FIVE,FOUR,TEN,THREE,FIVE,8,non-burst
TWO,TWO,JACK,FOUR,TWO,FIVE,ACE,EIGHT,FOUR,TEN,14,non-burst
TWO,TWO,JACK,FOUR,TWO,FIVE,ACE,EIGHT,FOUR,TEN,7,non-burst
TWO,TWO,JACK,FOUR,TWO,FIVE,ACE,EIGHT,FOUR,TEN,10,non-burst
TWO,TWO,JACK,FOUR,TWO,FIVE,ACE,EIGHT,FOUR,TEN,14,non-burst
SIX,SEVEN,FIVE,FOUR,JACK,FIVE,NINE,KING,TWO,THREE,9,non-burst
SIX,SEVEN,FIVE,FOUR,JACK,FIVE,NINE,KING,TWO,THREE,15,non-burst
SIX,SEVEN,FIVE,FOUR,JACK,FIVE,NINE,KING,TWO,THREE,5,non-burst
SIX,SEVEN,FIVE,FOUR,JACK,FIVE,NINE,KING,TWO,THREE,8,non-burst
SIX,SEVEN,FIVE,FOUR,JACK,FIVE,NINE,KING,TWO,THREE,13,non-burst
THREE,KING,QUEEN,NINE,FIVE,NINE,FOUR,TEN,TEN,QUEEN,14,non-burst
THREE,KING,QUEEN,NINE,FIVE,NINE,FOUR,TEN,TEN,QUEEN,14,non-burst
ACE,NINE,QUEEN,TEN,SIX,THREE,SIX,QUEEN,FIVE,TEN,9,non-burst
ACE,NINE,QUEEN,TEN,SIX,THREE,SIX,QUEEN,FIVE,TEN,11,non-burst
ACE,NINE,QUEEN,TEN,SIX,THREE,SIX,QUEEN,FIVE,TEN,14,non-burst
ACE,NINE,QUEEN,TEN,SIX,THREE,SIX,QUEEN,FIVE,TEN,16,non-burst
ACE,NINE,QUEEN,TEN,SIX,THREE,SIX,QUEEN,FIVE,TEN,15,non-burst
SIX,SEVEN,SEVEN,EIGHT,FOUR,FIVE,JACK,QUEEN,ACE,TEN,15,non-burst
SIX,SEVEN,SEVEN,EIGHT,FOUR,FIVE,JACK,QUEEN,ACE,TEN,9,non-burst
TWO,THREE,JACK,JACK,JACK,TEN,SEVEN,KING,SEVEN,SIX,13,non-burst
TWO,THREE,JACK,JACK,JACK,TEN,SEVEN,KING,SEVEN,SIX,16,non-burst
FOUR,TWO,SEVEN,SIX,TEN,FOUR,FIVE,SIX,KING,NINE,13,non-burst
FOUR,TWO,SEVEN,SIX,TEN,FOUR,FIVE,SIX,KING,NINE,14,non-burst
FOUR,TWO,SEVEN,SIX,TEN,FOUR,FIVE,SIX,KING,NINE,11,non-burst
FOUR,TWO,SEVEN,SIX,TEN,FOUR,FIVE,SIX,KING,NINE,15,non-burst
JACK,JACK,FOUR,TWO,FOUR,KING,TEN,NINE,TEN,TWO,6,non-burst
JACK,JACK,FOUR,TWO,FOUR,KING,TEN,NINE,TEN,TWO,16,non-burst
JACK,JACK,FOUR,TWO,FOUR,KING,TEN,NINE,TEN,TWO,14,non-burst
JACK,JACK,FOUR,TWO,FOUR,KING,TEN,NINE,TEN,TWO,16,non-burst
JACK,JACK,FOUR,TWO,FOUR,KING,TEN,NINE,TEN,TWO,12,non-burst
FIVE,FIVE,FOUR,FIVE,NINE,SIX,FIVE,JACK,ACE,TEN,9,non-burst
FIVE,FIVE,FOUR,FIVE,NINE,SIX,FIVE,JACK,ACE,TEN,15,non-burst
FIVE,FIVE,FOUR,FIVE,NINE,SIX,FIVE,JACK,ACE,TEN,15,non-burst
FIVE,FIVE,FOUR,FIVE,NINE,SIX,FIVE,JACK,ACE,TEN,15,non-burst
QUEEN,QUEEN,FIVE,JACK,SIX,SIX,ACE,SIX,TEN,KING,15,non-burst
QUEEN,QUEEN,FIVE,JACK,SIX,SIX,ACE,SIX,TEN,KING,12,non-burst
TWO,FOUR,SIX,TEN,FIVE,JACK,EIGHT,THREE,NINE,TEN,16,non-burst
TWO,FOUR,SIX,TEN,FIVE,JACK,EIGHT,THREE,NINE,TEN,15,non-burst
TWO,FOUR,SIX,TEN,FIVE,JACK,EIGHT,THREE,NINE,TEN,11,non-burst
FIVE,FIVE,KING,FOUR,QUEEN,EIGHT,NINE,THREE,NINE,FOUR,14,non-burst
FIVE,FIVE,KING,FOUR,QUEEN,EIGHT,NINE,THREE,NINE,FOUR,15,non-burst
FIVE,FIVE,KING,FOUR,QUEEN,EIGHT,NINE,THREE,NINE,FOUR,12,non-burst
FIVE,FIVE,KING,FOUR,QUEEN,EIGHT,NINE,THREE,NINE,FOUR,13,non-burst
SIX,NINE,ACE,TEN,TWO,SIX,TWO,JACK,KING,THREE,8,non-burst
SIX,NINE,ACE,TEN,TWO,SIX,TWO,JACK,KING,THREE,10,non-burst
SIX,NINE,ACE,TEN,TWO,SIX,TWO,JACK,KING,THREE,12,non-burst
SIX,NINE,ACE,TEN,TWO,SIX,TWO,JACK,KING,THREE,16,non-burst
SIX,NINE,ACE,TEN,TWO,SIX,TWO,JACK,KING,THREE,13,non-burst
SIX,NINE,ACE,TEN,TWO,SIX,TWO,JACK,KING,THREE,15,non-burst
NINE,TWO,SIX,SIX,TEN,QUEEN,TWO,NINE,NINE,EIGHT,12,non-burst
NINE,TWO,SIX,SIX,TEN,QUEEN,TWO,NINE,NINE,EIGHT,11,non-burst
NINE,TWO,SIX,SIX,TEN,QUEEN,TWO,NINE,NINE,EIGHT,16,non-burst
FOUR,NINE,JACK,QUEEN,SEVEN,FOUR,EIGHT,SEVEN,ACE,NINE,11,non-burst
FOUR,NINE,JACK,QUEEN,SEVEN,FOUR,EIGHT,SEVEN,ACE,NINE,15,non-burst
ACE,JACK,TWO,THREE,TEN,SIX,FOUR,EIGHT,KING,JACK,5,non-burst
ACE,JACK,TWO,THREE,TEN,SIX,FOUR,EIGHT,KING,JACK,10,non-burst
ACE,JACK,TWO,THREE,TEN,SIX,FOUR,EIGHT,KING,JACK,16,non-burst
ACE,JACK,TWO,THREE,TEN,SIX,FOUR,EIGHT,KING,JACK,12,non-burst
ACE,JACK,TWO,THREE,TEN,SIX,FOUR,EIGHT,KING,JACK,15,non-burst
NINE,ACE,NINE,JACK,QUEEN,EIGHT,TEN,TWO,EIGHT,TWO,12,non-burst
NINE,ACE,NINE,JACK,QUEEN,EIGHT,TEN,TWO,EIGHT,TWO,10,non-burst
TWO,NINE,TEN,TWO,ACE,KING,THREE,FOUR,FIVE,TEN,12,non-burst
TWO,NINE,TEN,TWO,ACE,KING,THREE,FOUR,FIVE,TEN,7,non-burst
TWO,NINE,TEN,TWO,ACE,KING,THREE,FOUR,FIVE,TEN,10,non-burst
TWO,NINE,TEN,TWO,ACE,KING,THREE,FOUR,FIVE,TEN,12,non-burst
TWO,NINE,TEN,TWO,ACE,KING,THREE,FOUR,FIVE,TEN,15,non-burst
SEVEN,NINE,ACE,SIX,EIGHT,TWO,SIX,KING,QUEEN,JACK,10,non-burst
SEVEN,NINE,ACE,SIX,EIGHT,TWO,SIX,KING,QUEEN,JACK,15,non-burst
SEVEN,NINE,ACE,SIX,EIGHT,TWO,SIX,KING,QUEEN,JACK,16,non-burst
KING,TWO,THREE,EIGHT,TEN,NINE,ACE,FOUR,FIVE,NINE,11,non-burst
KING,TWO,THREE,EIGHT,TEN,NINE,ACE,FOUR,FIVE,NINE,13,non-burst
KING,TWO,THREE,EIGHT,TEN,NINE,ACE,FOUR,FIVE,NINE,15,non-burst
KING,TWO,THREE,EIGHT,TEN,NINE,ACE,FOUR,FIVE,NINE,14,non-burst
KING,TWO,THREE,EIGHT,TEN,NINE,ACE,FOUR,FIVE,NINE,16,non-burst
NINE,FIVE,SEVEN,EIGHT,ACE,TWO,THREE,KING,QUEEN,QUEEN,15,non-burst
NINE,FIVE,SEVEN,EIGHT,ACE,TWO,THREE,KING,QUEEN,QUEEN,13,non-burst
NINE,FIVE,SEVEN,EIGHT,ACE,TWO,THREE,KING,QUEEN,QUEEN,13,non-burst
NINE,FIVE,SEVEN,EIGHT,ACE,TWO,THREE,KING,QUEEN,QUEEN,16,non-burst
SIX,KING,FIVE,EIGHT,THREE,TWO,THREE,THREE,TEN,JACK,13,non-burst
SIX,KING,FIVE,EIGHT,THREE,TWO,THREE,THREE,TEN,JACK,5,non-burst
SIX,KING,FIVE,EIGHT,THREE,TWO,THREE,THREE,TEN,JACK,15,non-burst
SIX,KING,FIVE,EIGHT,THREE,TWO,THREE,THREE,TEN,JACK,6,non-burst
SIX,KING,FIVE,EIGHT,THREE,TWO,THREE,THREE,TEN,JACK,15,non-burst
SIX,KING,FIVE,EIGHT,THREE,TWO,THREE,THREE,TEN,JACK,16,non-burst
ACE,SEVEN,TWO,FOUR,TWO,TWO,TEN,QUEEN,NINE,TWO,6,non-burst
ACE,SEVEN,TWO,FOUR,TWO,TWO,TEN,QUEEN,NINE,TWO,15,non-burst
ACE,SEVEN,TWO,FOUR,TWO,TWO,TEN,QUEEN,NINE,TWO,4,non-burst
ACE,SEVEN,TWO,FOUR,TWO,TWO,TEN,QUEEN,NINE,TWO,9,non-burst
ACE,SEVEN,TWO,FOUR,TWO,TWO,TEN,QUEEN,NINE,TWO,11,non-burst
ACE,SEVEN,TWO,FOUR,TWO,TWO,TEN,QUEEN,NINE,TWO,14,non-burst
EIGHT,KING,TEN,TWO,QUEEN,QUEEN,TWO,ACE,THREE,NINE,12,non-burst
EIGHT,KING,TEN,TWO,QUEEN,QUEEN,TWO,ACE,THREE,NINE,13,non-burst
EIGHT,KING,TEN,TWO,QUEEN,QUEEN,TWO,ACE,THREE,NINE,13,non-burst
EIGHT,KING,TEN,TWO,QUEEN,QUEEN,TWO,ACE,THREE,NINE,15,non-burst
EIGHT,KING,TEN,TWO,QUEEN,QUEEN,TWO,ACE,THREE,NINE,12,non-burst
TWO,NINE,NINE,ACE,SIX,JACK,NINE,QUEEN,THREE,FOUR,16,non-burst
TWO,NINE,NINE,ACE,SIX,JACK,NINE,QUEEN,THREE,FOUR,7,non-burst
TWO,NINE,NINE,ACE,SIX,JACK,NINE,QUEEN,THREE,FOUR,16,non-burst
FIVE,NINE,EIGHT,EIGHT,SEVEN,TWO,ACE,FIVE,JACK,NINE,16,non-burst
FIVE,NINE,EIGHT,EIGHT,SEVEN,TWO,ACE,FIVE,JACK,NINE,9,non-burst
FIVE,NINE,EIGHT,EIGHT,SEVEN,TWO,ACE,FIVE,JACK,NINE,16,non-burst
FIVE,NINE,EIGHT,EIGHT,SEVEN,TWO,ACE,FIVE,JACK,NINE,14,non-burst
ACE,TEN,TWO,NINE,JACK,NINE,SIX,FOUR,KING,QUEEN,11,non-burst
ACE,TEN,TWO,NINE,JACK,NINE,SIX,FOUR,KING,QUEEN,10,non-burst
ACE,TEN,TWO,NINE,JACK,NINE,SIX,FOUR,KING,QUEEN,12,non-burst
JACK,FIVE,QUEEN,FIVE,TWO,FOUR,SEVEN,ACE,QUEEN,FIVE,15,non-burst
JACK,FIVE,QUEEN,FIVE,TWO,FOUR,SEVEN,ACE,QUEEN,FIVE,6,non-burst
JACK,FIVE,QUEEN,FIVE,TWO,FOUR,SEVEN,ACE,QUEEN,FIVE,16,non-burst
JACK,FIVE,QUEEN,FIVE,TWO,FOUR,SEVEN,ACE,QUEEN,FIVE,15,non-burst
JACK,THREE,NINE,THREE,QUEEN,EIGHT,TEN,TWO,QUEEN,KING,12,non-burst
JACK,THREE,NINE,THREE,QUEEN,EIGHT,TEN,TWO,QUEEN,KING,14,non-burst
JACK,THREE,NINE,THREE,QUEEN,EIGHT,TEN,TWO,QUEEN,KING,12,non-burst
FOUR,FIVE,TWO,SEVEN,TEN,KING,TWO,EIGHT,EIGHT,TEN,9,non-burst
FOUR,FIVE,TWO,SEVEN,TEN,KING,TWO,EIGHT,EIGHT,TEN,10,non-burst
FOUR,FIVE,TWO,SEVEN,TEN,KING,TWO,EIGHT,EIGHT,TEN,16,non-burst
SIX,SIX,SEVEN,THREE,QUEEN,FOUR,JACK,TWO,TEN,THREE,10,non-burst
SIX,SIX,SEVEN,THREE,QUEEN,FOUR,JACK,TWO,TEN,THREE,14,non-burst
SIX,SIX,SEVEN,THREE,QUEEN,FOUR,JACK,TWO,TEN,THREE,12,non-burst
SIX,SIX,SEVEN,THREE,QUEEN,FOUR,JACK,TWO,TEN,THREE,16,non-burst
SIX,SIX,SEVEN,THREE,QUEEN,FOUR,JACK,TWO,TEN,THREE,13,non-burst
THREE,SIX,FOUR,SIX,TEN,FOUR,SIX,ACE,FIVE,KING,10,non-burst
THREE,SIX,FOUR,SIX,TEN,FOUR,SIX,ACE,FIVE,KING,15,non-burst
THREE,SIX,FOUR,SIX,TEN,FOUR,SIX,ACE,FIVE,KING,14,non-burst
THREE,SIX,FOUR,SIX,TEN,FOUR,SIX,ACE,FIVE,KING,15,non-burst
FOUR,FOUR,FOUR,SEVEN,QUEEN,QUEEN,TWO,NINE,EIGHT,EIGHT,11,non-burst
FOUR,FOUR,FOUR,SEVEN,QUEEN,QUEEN,TWO,NINE,EIGHT,EIGHT,11,non-burst
FOUR,FOUR,FOUR,SEVEN,QUEEN,QUEEN,TWO,NINE,EIGHT,EIGHT,15,non-burst
FOUR,FOUR,FOUR,SEVEN,QUEEN,QUEEN,TWO,NINE,EIGHT,EIGHT,16,non-burst
FOUR,NINE,TEN,NINE,QUEEN,EIGHT,FOUR,SIX,ACE,FOUR,10,non-burst
FOUR,NINE,TEN,NINE,QUEEN,EIGHT,FOUR,SIX,ACE,FOUR,13,non-burst
FOUR,NINE,TEN,NINE,QUEEN,EIGHT,FOUR,SIX,ACE,FOUR,15,non-burst
JACK,SIX,TEN,EIGHT,ACE,JACK,TEN,TWO,FOUR,TEN,12,non-burst
JACK,SIX,TEN,EIGHT,ACE,JACK,TEN,TWO,FOUR,TEN,16,non-burst
JACK,SIX,TEN,EIGHT,ACE,JACK,TEN,TWO,FOUR,TEN,14,non-burst
JACK,FIVE,KING,THREE,FIVE,FOUR,TEN,SEVEN,SIX,EIGHT,13,non-burst
JACK,FIVE,KING,THREE,FIVE,FOUR,TEN,SEVEN,SIX,EIGHT,9,non-burst
JACK,FIVE,KING,THREE,FIVE,FOUR,TEN,SEVEN,SIX,EIGHT,15,non-burst
JACK,FIVE,KING,THREE,FIVE,FOUR,TEN,SEVEN,SIX,EIGHT,14,non-burst
QUEEN,EIGHT,TEN,JACK,ACE,TWO,TWO,EIGHT,KING,SIX,13,non-burst
QUEEN,EIGHT,TEN,JACK,ACE,TWO,TWO,EIGHT,KING,SIX,15,non-burst
QUEEN,EIGHT,TEN,JACK,ACE,TWO,TWO,EIGHT,KING,SIX,12,non-burst
QUEEN,EIGHT,TEN,JACK,ACE,TWO,TWO,EIGHT,KING,SIX,10,non-burst
QUEEN,EIGHT,TEN,JACK,ACE,TWO,TWO,EIGHT,KING,SIX,16,non-burst
SEVEN,FIVE,THREE,EIGHT,JACK,THREE,EIGHT,QUEEN,TWO,ACE,11,non-burst
SEVEN,FIVE,THREE,EIGHT,JACK,THREE,EIGHT,QUEEN,TWO,ACE,13,non-burst
SEVEN,FIVE,THREE,EIGHT,JACK,THREE,EIGHT,QUEEN,TWO,ACE,13,non-burst
FOUR,FIVE,TEN,NINE,FOUR,ACE,JACK,SEVEN,TWO,FIVE,15,non-burst
FOUR,FIVE,TEN,NINE,FOUR,ACE,JACK,SEVEN,TWO,FIVE,12,non-burst
FOUR,FIVE,TEN,NINE,FOUR,ACE,JACK,SEVEN,TWO,FIVE,7,non-burst
FOUR,FIVE,TEN,NINE,FOUR,ACE,JACK,SEVEN,TWO,FIVE,12,non-burst
JACK,NINE,NINE,TWO,FOUR,FIVE,ACE,SIX,FOUR,FOUR,11,non-burst
JACK,NINE,NINE,TWO,FOUR,FIVE,ACE,SIX,FOUR,FOUR,9,non-burst
JACK,NINE,NINE,TWO,FOUR,FIVE,ACE,SIX,FOUR,FOUR,15,non-burst
JACK,NINE,NINE,TWO,FOUR,FIVE,ACE,SIX,FOUR,FOUR,8,non-burst
FOUR,FIVE,KING,ACE,QUEEN,QUEEN,FIVE,EIGHT,EIGHT,NINE,13,non-burst
TEN,TEN,SEVEN,NINE,EIGHT,EIGHT,TWO,NINE,TWO,NINE,16,non-burst
TEN,TEN,SEVEN,NINE,EIGHT,EIGHT,TWO,NINE,TWO,NINE,16,non-burst
TEN,TEN,SEVEN,NINE,EIGHT,EIGHT,TWO,NINE,TWO,NINE,11,non-burst
TEN,TEN,SEVEN,NINE,EIGHT,EIGHT,TWO,NINE,TWO,NINE,14,non-burst
TEN,TEN,SEVEN,NINE,EIGHT,EIGHT,TWO,NINE,TWO,NINE,11,non-burst
KING,TWO,ACE,SEVEN,SEVEN,NINE,NINE,TEN,EIGHT,THREE,16,non-burst
KING,TWO,ACE,SEVEN,SEVEN,NINE,NINE,TEN,EIGHT,THREE,11,non-burst
KING,TWO,ACE,SEVEN,SEVEN,NINE,NINE,TEN,EIGHT,THREE,13,non-burst
THREE,THREE,ACE,EIGHT,KING,SIX,EIGHT,EIGHT,EIGHT,SIX,16,non-burst
THREE,THREE,ACE,EIGHT,KING,SIX,EIGHT,EIGHT,EIGHT,SIX,16,non-burst
THREE,THREE,ACE,EIGHT,KING,SIX,EIGHT,EIGHT,EIGHT,SIX,14,non-burst
TEN,THREE,SIX,ACE,NINE,THREE,QUEEN,EIGHT,SIX,SIX,12,non-burst
TEN,THREE,SIX,ACE,NINE,THREE,QUEEN,EIGHT,SIX,SIX,12,non-burst
QUEEN,EIGHT,NINE,FIVE,EIGHT,SIX,SEVEN,THREE,FIVE,FOUR,14,non-burst
QUEEN,EIGHT,NINE,FIVE,EIGHT,SIX,SEVEN,THREE,FIVE,FOUR,14,non-burst
QUEEN,EIGHT,NINE,FIVE,EIGHT,SIX,SEVEN,THREE,FIVE,FOUR,10,non-burst
QUEEN,EIGHT,NINE,FIVE,EIGHT,SIX,SEVEN,THREE,FIVE,FOUR,9,non-burst
NINE,JACK,THREE,ACE,QUEEN,TEN,TEN,SEVEN,TEN,TWO,14,non-burst
NINE,JACK,THREE,ACE,QUEEN,TEN,TEN,SEVEN,TEN,TWO,12,non-burst
KING,ACE,SIX,EIGHT,FOUR,QUEEN,JACK,JACK,FOUR,QUEEN,14,non-burst
KING,ACE,SIX,EIGHT,FOUR,QUEEN,JACK,JACK,FOUR,QUEEN,14,non-burst
KING,ACE,SIX,EIGHT,FOUR,QUEEN,JACK,JACK,FOUR,QUEEN,14,non-burst
FIVE,ACE,QUEEN,QUEEN,EIGHT,SEVEN,TWO,SEVEN,SEVEN,SEVEN,15,non-burst
FIVE,ACE,QUEEN,QUEEN,EIGHT,SEVEN,TWO,SEVEN,SEVEN,SEVEN,9,non-burst
FIVE,ACE,QUEEN,QUEEN,EIGHT,SEVEN,TWO,SEVEN,SEVEN,SEVEN,14,non-burst
KING,TEN,JACK,THREE,THREE,ACE,THREE,SIX,SIX,FOUR,13,non-burst
KING,TEN,JACK,THREE,THREE,ACE,THREE,SIX,SIX,FOUR,14,non-burst
KING,TEN,JACK,THREE,THREE,ACE,THREE,SIX,SIX,FOUR,16,non-burst
KING,TEN,JACK,THREE,THREE,ACE,THREE,SIX,SIX,FOUR,9,non-burst
KING,TEN,JACK,THREE,THREE,ACE,THREE,SIX,SIX,FOUR,15,non-burst
KING,TEN,JACK,THREE,THREE,ACE,THREE,SIX,SIX,FOUR,10,non-burst
KING,TEN,JACK,THREE,THREE,ACE,THREE,SIX,SIX,FOUR,15,non-burst
FIVE,ACE,TWO,JACK,THREE,SIX,FOUR,KING,FIVE,THREE,12,non-burst
FIVE,ACE,TWO,JACK,THREE,SIX,FOUR,KING,FIVE,THREE,9,non-burst
FIVE,ACE,TWO,JACK,THREE,SIX,FOUR,KING,FIVE,THREE,14,non-burst
FIVE,ACE,TWO,JACK,THREE,SIX,FOUR,KING,FIVE,THREE,8,non-burst
ACE,QUEEN,TEN,QUEEN,TWO,FOUR,TEN,TEN,TEN,SEVEN,6,non-burst
ACE,QUEEN,TEN,QUEEN,TWO,FOUR,TEN,TEN,TEN,SEVEN,14,non-burst
