@RELATION burstmodel
@ATTRIBUTE dealer-1 string
@ATTRIBUTE dealer-2 string
@ATTRIBUTE player1-1 string
@ATTRIBUTE player1-2 string
@ATTRIBUTE player2-1 string
@ATTRIBUTE player2-2 string
@ATTRIBUTE player3-1 string
@ATTRIBUTE player3-2 string
@ATTRIBUTE player4-1 string
@ATTRIBUTE player4-2 string
@ATTRIBUTE total numeric
@ATTRIBUTE result {burst, non-burst}
@DATA
EIGHT,EIGHT,JACK,SEVEN,EIGHT,SIX,FOUR,TEN,JACK,SIX,14,non-burst
EIGHT,EIGHT,JACK,SEVEN,EIGHT,SIX,FOUR,TEN,JACK,SIX,16,non-burst
ACE,EIGHT,FIVE,NINE,NINE,TEN,NINE,TWO,TWO,FOUR,14,non-burst
ACE,EIGHT,FIVE,NINE,NINE,TEN,NINE,TWO,TWO,FOUR,11,non-burst
ACE,EIGHT,FIVE,NINE,NINE,TEN,NINE,TWO,TWO,FOUR,6,non-burst
ACE,EIGHT,FIVE,NINE,NINE,TEN,NINE,TWO,TWO,FOUR,16,non-burst
JACK,TEN,SEVEN,FIVE,FOUR,THREE,JACK,THREE,QUEEN,FIVE,12,non-burst
JACK,TEN,SEVEN,FIVE,FOUR,THREE,JACK,THREE,QUEEN,FIVE,7,non-burst
JACK,TEN,SEVEN,FIVE,FOUR,THREE,JACK,THREE,QUEEN,FIVE,13,non-burst
JACK,TEN,SEVEN,FIVE,FOUR,THREE,JACK,THREE,QUEEN,FIVE,15,non-burst
THREE,JACK,THREE,ACE,TWO,THREE,FIVE,FIVE,NINE,SIX,14,non-burst
THREE,JACK,THREE,ACE,TWO,THREE,FIVE,FIVE,NINE,SIX,12,non-burst
THREE,JACK,THREE,ACE,TWO,THREE,FIVE,FIVE,NINE,SIX,5,non-burst
THREE,JACK,THREE,ACE,TWO,THREE,FIVE,FIVE,NINE,SIX,12,non-burst
THREE,JACK,THREE,ACE,TWO,THREE,FIVE,FIVE,NINE,SIX,10,non-burst
THREE,JACK,THREE,ACE,TWO,THREE,FIVE,FIVE,NINE,SIX,15,non-burst
TWO,QUEEN,JACK,EIGHT,TWO,TWO,TWO,KING,TEN,EIGHT,4,non-burst
TWO,QUEEN,JACK,EIGHT,TWO,TWO,TWO,KING,TEN,EIGHT,10,non-burst
TWO,QUEEN,JACK,EIGHT,TWO,TWO,TWO,KING,TEN,EIGHT,12,non-burst
SEVEN,JACK,FOUR,JACK,THREE,EIGHT,SIX,JACK,TEN,FOUR,14,non-burst
SEVEN,JACK,FOUR,JACK,THREE,EIGHT,SIX,JACK,TEN,FOUR,11,non-burst
SEVEN,JACK,FOUR,JACK,THREE,EIGHT,SIX,JACK,TEN,FOUR,12,non-burst
SEVEN,JACK,FOUR,JACK,THREE,EIGHT,SIX,JACK,TEN,FOUR,16,non-burst
SEVEN,JACK,FOUR,JACK,THREE,EIGHT,SIX,JACK,TEN,FOUR,14,non-burst
JACK,FOUR,FIVE,QUEEN,NINE,FIVE,TEN,THREE,SEVEN,SIX,15,non-burst
JACK,FOUR,FIVE,QUEEN,NINE,FIVE,TEN,THREE,SEVEN,SIX,14,non-burst
JACK,FOUR,FIVE,QUEEN,NINE,FIVE,TEN,THREE,SEVEN,SIX,13,non-burst
JACK,FOUR,FIVE,QUEEN,NINE,FIVE,TEN,THREE,SEVEN,SIX,15,non-burst
JACK,FOUR,FIVE,QUEEN,NINE,FIVE,TEN,THREE,SEVEN,SIX,13,non-burst
JACK,FOUR,FIVE,QUEEN,NINE,FIVE,TEN,THREE,SEVEN,SIX,14,non-burst
JACK,FIVE,FIVE,NINE,FOUR,NINE,FOUR,SEVEN,NINE,KING,14,non-burst
JACK,FIVE,FIVE,NINE,FOUR,NINE,FOUR,SEVEN,NINE,KING,13,non-burst
JACK,FIVE,FIVE,NINE,FOUR,NINE,FOUR,SEVEN,NINE,KING,11,non-burst
JACK,FIVE,FIVE,NINE,FOUR,NINE,FOUR,SEVEN,NINE,KING,14,non-burst
NINE,EIGHT,ACE,FIVE,NINE,TWO,SEVEN,TEN,NINE,QUEEN,16,non-burst
NINE,EIGHT,ACE,FIVE,NINE,TWO,SEVEN,TEN,NINE,QUEEN,11,non-burst
FIVE,SEVEN,ACE,JACK,TWO,NINE,NINE,SIX,THREE,JACK,11,non-burst
FIVE,SEVEN,ACE,JACK,TWO,NINE,NINE,SIX,THREE,JACK,16,non-burst
FIVE,SEVEN,ACE,JACK,TWO,NINE,NINE,SIX,THREE,JACK,15,non-burst
FIVE,SEVEN,ACE,JACK,TWO,NINE,NINE,SIX,THREE,JACK,13,non-burst
FIVE,SEVEN,ACE,JACK,TWO,NINE,NINE,SIX,THREE,JACK,16,non-burst
ACE,FOUR,FIVE,JACK,FIVE,EIGHT,SEVEN,EIGHT,KING,SEVEN,15,non-burst
ACE,FOUR,FIVE,JACK,FIVE,EIGHT,SEVEN,EIGHT,KING,SEVEN,13,non-burst
ACE,FOUR,FIVE,JACK,FIVE,EIGHT,SEVEN,EIGHT,KING,SEVEN,15,non-burst
JACK,TWO,TWO,EIGHT,SEVEN,SEVEN,TWO,NINE,KING,SIX,10,non-burst
JACK,TWO,TWO,EIGHT,SEVEN,SEVEN,TWO,NINE,KING,SIX,14,non-burst
JACK,TWO,TWO,EIGHT,SEVEN,SEVEN,TWO,NINE,KING,SIX,11,non-burst
JACK,TWO,TWO,EIGHT,SEVEN,SEVEN,TWO,NINE,KING,SIX,14,non-burst
JACK,TWO,TWO,EIGHT,SEVEN,SEVEN,TWO,NINE,KING,SIX,16,non-burst
SEVEN,FOUR,KING,FIVE,FIVE,FOUR,FOUR,TWO,SIX,SEVEN,15,non-burst
SEVEN,FOUR,KING,FIVE,FIVE,FOUR,FOUR,TWO,SIX,SEVEN,9,non-burst
SEVEN,FOUR,KING,FIVE,FIVE,FOUR,FOUR,TWO,SIX,SEVEN,6,non-burst
SEVEN,FOUR,KING,FIVE,FIVE,FOUR,FOUR,TWO,SIX,SEVEN,15,non-burst
SEVEN,FOUR,KING,FIVE,FIVE,FOUR,FOUR,TWO,SIX,SEVEN,13,non-burst
SEVEN,FOUR,KING,FIVE,FIVE,FOUR,FOUR,TWO,SIX,SEVEN,15,non-burst
SEVEN,FOUR,KING,FIVE,FIVE,FOUR,FOUR,TWO,SIX,SEVEN,16,non-burst
FOUR,NINE,THREE,TEN,JACK,FOUR,FIVE,JACK,SEVEN,FIVE,13,non-burst
FOUR,NINE,THREE,TEN,JACK,FOUR,FIVE,JACK,SEVEN,FIVE,16,non-burst
FOUR,NINE,THREE,TEN,JACK,FOUR,FIVE,JACK,SEVEN,FIVE,14,non-burst
FOUR,NINE,THREE,TEN,JACK,FOUR,FIVE,JACK,SEVEN,FIVE,15,non-burst
FOUR,NINE,THREE,TEN,JACK,FOUR,FIVE,JACK,SEVEN,FIVE,12,non-burst
FOUR,NINE,THREE,TEN,JACK,FOUR,FIVE,JACK,SEVEN,FIVE,15,non-burst
EIGHT,THREE,THREE,JACK,EIGHT,THREE,NINE,JACK,SEVEN,SEVEN,13,non-burst
EIGHT,THREE,THREE,JACK,EIGHT,THREE,NINE,JACK,SEVEN,SEVEN,16,non-burst
EIGHT,THREE,THREE,JACK,EIGHT,THREE,NINE,JACK,SEVEN,SEVEN,11,non-burst
EIGHT,THREE,THREE,JACK,EIGHT,THREE,NINE,JACK,SEVEN,SEVEN,14,non-burst
JACK,TWO,KING,SIX,SIX,SIX,TWO,NINE,SEVEN,JACK,16,non-burst
JACK,TWO,KING,SIX,SIX,SIX,TWO,NINE,SEVEN,JACK,12,non-burst
JACK,TWO,KING,SIX,SIX,SIX,TWO,NINE,SEVEN,JACK,11,non-burst
JACK,TWO,KING,SIX,SIX,SIX,TWO,NINE,SEVEN,JACK,12,non-burst
TEN,TEN,TEN,THREE,FOUR,FOUR,ACE,FIVE,FIVE,QUEEN,13,non-burst
TEN,TEN,TEN,THREE,FOUR,FOUR,ACE,FIVE,FIVE,QUEEN,8,non-burst
TEN,TEN,TEN,THREE,FOUR,FOUR,ACE,FIVE,FIVE,QUEEN,16,non-burst
TEN,TEN,TEN,THREE,FOUR,FOUR,ACE,FIVE,FIVE,QUEEN,16,non-burst
TEN,TEN,TEN,THREE,FOUR,FOUR,ACE,FIVE,FIVE,QUEEN,15,non-burst
TEN,FIVE,FIVE,KING,EIGHT,JACK,NINE,QUEEN,TWO,ACE,15,non-burst
TEN,FIVE,FIVE,KING,EIGHT,JACK,NINE,QUEEN,TWO,ACE,13,non-burst
TEN,FIVE,FIVE,KING,EIGHT,JACK,NINE,QUEEN,TWO,ACE,13,non-burst
SEVEN,FOUR,EIGHT,NINE,ACE,THREE,SEVEN,FOUR,SEVEN,FIVE,14,non-burst
SEVEN,FOUR,EIGHT,NINE,ACE,THREE,SEVEN,FOUR,SEVEN,FIVE,11,non-burst
SEVEN,FOUR,EIGHT,NINE,ACE,THREE,SEVEN,FOUR,SEVEN,FIVE,12,non-burst
SEVEN,FOUR,EIGHT,NINE,ACE,THREE,SEVEN,FOUR,SEVEN,FIVE,14,non-burst
TEN,TEN,QUEEN,QUEEN,SEVEN,EIGHT,ACE,EIGHT,EIGHT,FOUR,15,non-burst
TEN,TEN,QUEEN,QUEEN,SEVEN,EIGHT,ACE,EIGHT,EIGHT,FOUR,12,non-burst
EIGHT,THREE,EIGHT,TWO,KING,FIVE,ACE,QUEEN,JACK,EIGHT,10,non-burst
EIGHT,THREE,EIGHT,TWO,KING,FIVE,ACE,QUEEN,JACK,EIGHT,15,non-burst
EIGHT,THREE,EIGHT,TWO,KING,FIVE,ACE,QUEEN,JACK,EIGHT,15,non-burst
QUEEN,JACK,FOUR,QUEEN,EIGHT,EIGHT,NINE,THREE,SEVEN,FIVE,14,non-burst
QUEEN,JACK,FOUR,QUEEN,EIGHT,EIGHT,NINE,THREE,SEVEN,FIVE,16,non-burst
QUEEN,JACK,FOUR,QUEEN,EIGHT,EIGHT,NINE,THREE,SEVEN,FIVE,16,non-burst
QUEEN,JACK,FOUR,QUEEN,EIGHT,EIGHT,NINE,THREE,SEVEN,FIVE,12,non-burst
QUEEN,JACK,FOUR,QUEEN,EIGHT,EIGHT,NINE,THREE,SEVEN,FIVE,12,non-burst
KING,SIX,THREE,ACE,SIX,EIGHT,THREE,SEVEN,SIX,FIVE,14,non-burst
KING,SIX,THREE,ACE,SIX,EIGHT,THREE,SEVEN,SIX,FIVE,12,non-burst
KING,SIX,THREE,ACE,SIX,EIGHT,THREE,SEVEN,SIX,FIVE,14,non-burst
KING,SIX,THREE,ACE,SIX,EIGHT,THREE,SEVEN,SIX,FIVE,10,non-burst
KING,SIX,THREE,ACE,SIX,EIGHT,THREE,SEVEN,SIX,FIVE,11,non-burst
KING,SIX,THREE,ACE,SIX,EIGHT,THREE,SEVEN,SIX,FIVE,14,non-burst
JACK,QUEEN,ACE,KING,JACK,SIX,FOUR,QUEEN,SIX,THREE,16,non-burst
JACK,QUEEN,ACE,KING,JACK,SIX,FOUR,QUEEN,SIX,THREE,14,non-burst
JACK,QUEEN,ACE,KING,JACK,SIX,FOUR,QUEEN,SIX,THREE,9,non-burst
THREE,ACE,QUEEN,TEN,EIGHT,EIGHT,KING,TWO,TEN,NINE,16,non-burst
THREE,ACE,QUEEN,TEN,EIGHT,EIGHT,KING,TWO,TEN,NINE,12,non-burst
THREE,TEN,KING,JACK,ACE,SIX,QUEEN,FOUR,TEN,TWO,14,non-burst
THREE,TEN,KING,JACK,ACE,SIX,QUEEN,FOUR,TEN,TWO,12,non-burst
THREE,TEN,KING,JACK,ACE,SIX,QUEEN,FOUR,TEN,TWO,15,non-burst
TWO,SIX,TWO,THREE,ACE,FIVE,JACK,FIVE,SEVEN,SEVEN,5,non-burst
TWO,SIX,TWO,THREE,ACE,FIVE,JACK,FIVE,SEVEN,SEVEN,12,non-burst
TWO,SIX,TWO,THREE,ACE,FIVE,JACK,FIVE,SEVEN,SEVEN,16,non-burst
TWO,SIX,TWO,THREE,ACE,FIVE,JACK,FIVE,SEVEN,SEVEN,16,non-burst
TWO,SIX,TWO,THREE,ACE,FIVE,JACK,FIVE,SEVEN,SEVEN,16,non-burst
TWO,SIX,TWO,THREE,ACE,FIVE,JACK,FIVE,SEVEN,SEVEN,15,non-burst
TWO,SIX,TWO,THREE,ACE,FIVE,JACK,FIVE,SEVEN,SEVEN,14,non-burst
THREE,FOUR,EIGHT,SEVEN,NINE,FIVE,EIGHT,TEN,SEVEN,TEN,15,non-burst
THREE,FOUR,EIGHT,SEVEN,NINE,FIVE,EIGHT,TEN,SEVEN,TEN,14,non-burst
JACK,SIX,NINE,NINE,NINE,SEVEN,JACK,THREE,EIGHT,TEN,16,non-burst
JACK,SIX,NINE,NINE,NINE,SEVEN,JACK,THREE,EIGHT,TEN,13,non-burst
TEN,ACE,EIGHT,EIGHT,TEN,TWO,EIGHT,FOUR,SEVEN,KING,16,non-burst
TEN,ACE,EIGHT,EIGHT,TEN,TWO,EIGHT,FOUR,SEVEN,KING,12,non-burst
TEN,ACE,EIGHT,EIGHT,TEN,TWO,EIGHT,FOUR,SEVEN,KING,12,non-burst
EIGHT,JACK,SIX,NINE,TEN,ACE,SIX,FIVE,KING,JACK,15,non-burst
EIGHT,JACK,SIX,NINE,TEN,ACE,SIX,FIVE,KING,JACK,11,non-burst
THREE,TEN,TWO,FOUR,SEVEN,SIX,NINE,THREE,TWO,NINE,6,non-burst
THREE,TEN,TWO,FOUR,SEVEN,SIX,NINE,THREE,TWO,NINE,10,non-burst
THREE,TEN,TWO,FOUR,SEVEN,SIX,NINE,THREE,TWO,NINE,13,non-burst
THREE,TEN,TWO,FOUR,SEVEN,SIX,NINE,THREE,TWO,NINE,12,non-burst
THREE,TEN,TWO,FOUR,SEVEN,SIX,NINE,THREE,TWO,NINE,16,non-burst
THREE,TEN,TWO,FOUR,SEVEN,SIX,NINE,THREE,TWO,NINE,11,non-burst
ACE,THREE,QUEEN,THREE,SEVEN,THREE,EIGHT,EIGHT,NINE,KING,13,non-burst
ACE,THREE,QUEEN,THREE,SEVEN,THREE,EIGHT,EIGHT,NINE,KING,10,non-burst
ACE,THREE,QUEEN,THREE,SEVEN,THREE,EIGHT,EIGHT,NINE,KING,16,non-burst
ACE,SEVEN,FIVE,KING,FIVE,JACK,QUEEN,NINE,TWO,QUEEN,15,non-burst
ACE,SEVEN,FIVE,KING,FIVE,JACK,QUEEN,NINE,TWO,QUEEN,15,non-burst
ACE,SEVEN,FIVE,KING,FIVE,JACK,QUEEN,NINE,TWO,QUEEN,12,non-burst
THREE,NINE,TWO,QUEEN,KING,SIX,SEVEN,TEN,EIGHT,SIX,12,non-burst
THREE,NINE,TWO,QUEEN,KING,SIX,SEVEN,TEN,EIGHT,SIX,16,non-burst
THREE,NINE,TWO,QUEEN,KING,SIX,SEVEN,TEN,EIGHT,SIX,14,non-burst
ACE,QUEEN,JACK,FOUR,NINE,SEVEN,SIX,QUEEN,FIVE,SIX,14,non-burst
ACE,QUEEN,JACK,FOUR,NINE,SEVEN,SIX,QUEEN,FIVE,SIX,16,non-burst
ACE,QUEEN,JACK,FOUR,NINE,SEVEN,SIX,QUEEN,FIVE,SIX,16,non-burst
ACE,QUEEN,JACK,FOUR,NINE,SEVEN,SIX,QUEEN,FIVE,SIX,16,non-burst
ACE,QUEEN,JACK,FOUR,NINE,SEVEN,SIX,QUEEN,FIVE,SIX,11,non-burst
ACE,QUEEN,JACK,FOUR,NINE,SEVEN,SIX,QUEEN,FIVE,SIX,14,non-burst
ACE,FOUR,JACK,EIGHT,FOUR,EIGHT,SIX,SIX,KING,SIX,12,non-burst
ACE,FOUR,JACK,EIGHT,FOUR,EIGHT,SIX,SIX,KING,SIX,12,non-burst
ACE,FOUR,JACK,EIGHT,FOUR,EIGHT,SIX,SIX,KING,SIX,14,non-burst
ACE,FOUR,JACK,EIGHT,FOUR,EIGHT,SIX,SIX,KING,SIX,16,non-burst
FIVE,THREE,THREE,SIX,THREE,SEVEN,SIX,EIGHT,SEVEN,QUEEN,9,non-burst
FIVE,THREE,THREE,SIX,THREE,SEVEN,SIX,EIGHT,SEVEN,QUEEN,10,non-burst
FIVE,THREE,THREE,SIX,THREE,SEVEN,SIX,EIGHT,SEVEN,QUEEN,14,non-burst
TEN,NINE,SIX,SIX,THREE,NINE,FOUR,FOUR,ACE,NINE,12,non-burst
TEN,NINE,SIX,SIX,THREE,NINE,FOUR,FOUR,ACE,NINE,16,non-burst
TEN,NINE,SIX,SIX,THREE,NINE,FOUR,FOUR,ACE,NINE,12,non-burst
TEN,NINE,SIX,SIX,THREE,NINE,FOUR,FOUR,ACE,NINE,14,non-burst
TEN,NINE,SIX,SIX,THREE,NINE,FOUR,FOUR,ACE,NINE,8,non-burst
TEN,NINE,SIX,SIX,THREE,NINE,FOUR,FOUR,ACE,NINE,12,non-burst
QUEEN,NINE,FOUR,QUEEN,FIVE,NINE,ACE,KING,TWO,SIX,14,non-burst
QUEEN,NINE,FOUR,QUEEN,FIVE,NINE,ACE,KING,TWO,SIX,14,non-burst
QUEEN,NINE,FOUR,QUEEN,FIVE,NINE,ACE,KING,TWO,SIX,8,non-burst
FOUR,SEVEN,SIX,SEVEN,FIVE,THREE,EIGHT,TWO,TEN,JACK,13,non-burst
FOUR,SEVEN,SIX,SEVEN,FIVE,THREE,EIGHT,TWO,TEN,JACK,8,non-burst
FOUR,SEVEN,SIX,SEVEN,FIVE,THREE,EIGHT,TWO,TEN,JACK,10,non-burst
EIGHT,EIGHT,FOUR,FOUR,EIGHT,TEN,FOUR,TEN,KING,QUEEN,8,non-burst
EIGHT,EIGHT,FOUR,FOUR,EIGHT,TEN,FOUR,TEN,KING,QUEEN,13,non-burst
EIGHT,EIGHT,FOUR,FOUR,EIGHT,TEN,FOUR,TEN,KING,QUEEN,14,non-burst
FIVE,TWO,FIVE,FIVE,FOUR,JACK,SEVEN,TWO,TWO,FIVE,10,non-burst
FIVE,TWO,FIVE,FIVE,FOUR,JACK,SEVEN,TWO,TWO,FIVE,14,non-burst
FIVE,TWO,FIVE,FIVE,FOUR,JACK,SEVEN,TWO,TWO,FIVE,9,non-burst
FIVE,TWO,FIVE,FIVE,FOUR,JACK,SEVEN,TWO,TWO,FIVE,7,non-burst
KING,TWO,FOUR,TWO,TEN,EIGHT,TEN,EIGHT,TWO,FIVE,6,non-burst
KING,TWO,FOUR,TWO,TEN,EIGHT,TEN,EIGHT,TWO,FIVE,10,non-burst
KING,TWO,FOUR,TWO,TEN,EIGHT,TEN,EIGHT,TWO,FIVE,7,non-burst
KING,TWO,FOUR,TWO,TEN,EIGHT,TEN,EIGHT,TWO,FIVE,15,non-burst
ACE,KING,THREE,TWO,SEVEN,TEN,QUEEN,JACK,TEN,SIX,5,non-burst
ACE,KING,THREE,TWO,SEVEN,TEN,QUEEN,JACK,TEN,SIX,15,non-burst
ACE,KING,THREE,TWO,SEVEN,TEN,QUEEN,JACK,TEN,SIX,16,non-burst
TEN,FIVE,THREE,TWO,KING,SIX,SIX,SIX,JACK,ACE,5,non-burst
TEN,FIVE,THREE,TWO,KING,SIX,SIX,SIX,JACK,ACE,8,non-burst
TEN,FIVE,THREE,TWO,KING,SIX,SIX,SIX,JACK,ACE,16,non-burst
TEN,FIVE,THREE,TWO,KING,SIX,SIX,SIX,JACK,ACE,12,non-burst
KING,TEN,NINE,EIGHT,TEN,NINE,TEN,TWO,SEVEN,FOUR,12,non-burst
KING,TEN,NINE,EIGHT,TEN,NINE,TEN,TWO,SEVEN,FOUR,14,non-burst
KING,TEN,NINE,EIGHT,TEN,NINE,TEN,TWO,SEVEN,FOUR,11,non-burst
KING,TEN,NINE,EIGHT,TEN,NINE,TEN,TWO,SEVEN,FOUR,13,non-burst
NINE,SEVEN,QUEEN,EIGHT,NINE,TEN,THREE,THREE,TWO,FOUR,6,non-burst
NINE,SEVEN,QUEEN,EIGHT,NINE,TEN,THREE,THREE,TWO,FOUR,10,non-burst
NINE,SEVEN,QUEEN,EIGHT,NINE,TEN,THREE,THREE,TWO,FOUR,6,non-burst
NINE,SEVEN,QUEEN,EIGHT,NINE,TEN,THREE,THREE,TWO,FOUR,13,non-burst
SEVEN,ACE,NINE,JACK,TEN,SEVEN,TWO,QUEEN,TEN,QUEEN,12,non-burst
TEN,FIVE,TEN,SIX,TEN,TEN,KING,NINE,SEVEN,SEVEN,16,non-burst
TEN,FIVE,TEN,SIX,TEN,TEN,KING,NINE,SEVEN,SEVEN,14,non-burst
JACK,QUEEN,ACE,EIGHT,SEVEN,JACK,EIGHT,TEN,TWO,TEN,12,non-burst
NINE,NINE,NINE,ACE,SIX,TEN,SEVEN,TWO,EIGHT,KING,16,non-burst
NINE,NINE,NINE,ACE,SIX,TEN,SEVEN,TWO,EIGHT,KING,9,non-burst
FIVE,TWO,THREE,ACE,KING,FIVE,JACK,SIX,FIVE,SEVEN,14,non-burst
FIVE,TWO,THREE,ACE,KING,FIVE,JACK,SIX,FIVE,SEVEN,15,non-burst
FIVE,TWO,THREE,ACE,KING,FIVE,JACK,SIX,FIVE,SEVEN,16,non-burst
FIVE,TWO,THREE,ACE,KING,FIVE,JACK,SIX,FIVE,SEVEN,12,non-burst
FIVE,TWO,THREE,ACE,KING,FIVE,JACK,SIX,FIVE,SEVEN,15,non-burst
FOUR,QUEEN,SEVEN,TWO,EIGHT,EIGHT,KING,TWO,EIGHT,FOUR,9,non-burst
FOUR,QUEEN,SEVEN,TWO,EIGHT,EIGHT,KING,TWO,EIGHT,FOUR,16,non-burst
FOUR,QUEEN,SEVEN,TWO,EIGHT,EIGHT,KING,TWO,EIGHT,FOUR,16,non-burst
FOUR,QUEEN,SEVEN,TWO,EIGHT,EIGHT,KING,TWO,EIGHT,FOUR,12,non-burst
FOUR,QUEEN,SEVEN,TWO,EIGHT,EIGHT,KING,TWO,EIGHT,FOUR,12,non-burst
JACK,SIX,FIVE,SEVEN,SIX,QUEEN,TWO,TEN,JACK,THREE,12,non-burst
JACK,SIX,FIVE,SEVEN,SIX,QUEEN,TWO,TEN,JACK,THREE,16,non-burst
JACK,SIX,FIVE,SEVEN,SIX,QUEEN,TWO,TEN,JACK,THREE,12,non-burst
JACK,SIX,FIVE,SEVEN,SIX,QUEEN,TWO,TEN,JACK,THREE,13,non-burst
EIGHT,TEN,EIGHT,THREE,NINE,JACK,SEVEN,NINE,EIGHT,KING,11,non-burst
EIGHT,TEN,EIGHT,THREE,NINE,JACK,SEVEN,NINE,EIGHT,KING,14,non-burst
EIGHT,TEN,EIGHT,THREE,NINE,JACK,SEVEN,NINE,EIGHT,KING,16,non-burst
THREE,QUEEN,FIVE,QUEEN,FIVE,TWO,ACE,THREE,FOUR,FIVE,15,non-burst
THREE,QUEEN,FIVE,QUEEN,FIVE,TWO,ACE,THREE,FOUR,FIVE,7,non-burst
THREE,QUEEN,FIVE,QUEEN,FIVE,TWO,ACE,THREE,FOUR,FIVE,14,non-burst
THREE,QUEEN,FIVE,QUEEN,FIVE,TWO,ACE,THREE,FOUR,FIVE,14,non-burst
THREE,QUEEN,FIVE,QUEEN,FIVE,TWO,ACE,THREE,FOUR,FIVE,9,non-burst
SIX,NINE,FOUR,TWO,THREE,SIX,NINE,FIVE,SIX,EIGHT,6,non-burst
SIX,NINE,FOUR,TWO,THREE,SIX,NINE,FIVE,SIX,EIGHT,16,non-burst
SIX,NINE,FOUR,TWO,THREE,SIX,NINE,FIVE,SIX,EIGHT,9,non-burst
SIX,NINE,FOUR,TWO,THREE,SIX,NINE,FIVE,SIX,EIGHT,14,non-burst
SIX,NINE,FOUR,TWO,THREE,SIX,NINE,FIVE,SIX,EIGHT,16,non-burst
SIX,NINE,FOUR,TWO,THREE,SIX,NINE,FIVE,SIX,EIGHT,14,non-burst
SIX,NINE,FOUR,TWO,THREE,SIX,NINE,FIVE,SIX,EIGHT,16,non-burst
NINE,ACE,JACK,QUEEN,NINE,SEVEN,TEN,SEVEN,NINE,FIVE,16,non-burst
NINE,ACE,JACK,QUEEN,NINE,SEVEN,TEN,SEVEN,NINE,FIVE,14,non-burst
FOUR,ACE,SEVEN,SEVEN,SIX,SEVEN,TEN,FOUR,JACK,FOUR,14,non-burst
FOUR,ACE,SEVEN,SEVEN,SIX,SEVEN,TEN,FOUR,JACK,FOUR,13,non-burst
FOUR,ACE,SEVEN,SEVEN,SIX,SEVEN,TEN,FOUR,JACK,FOUR,16,non-burst
FOUR,ACE,SEVEN,SEVEN,SIX,SEVEN,TEN,FOUR,JACK,FOUR,14,non-burst
FOUR,ACE,SEVEN,SEVEN,SIX,SEVEN,TEN,FOUR,JACK,FOUR,14,non-burst
NINE,NINE,FIVE,THREE,TEN,TEN,FIVE,FOUR,NINE,QUEEN,8,non-burst
NINE,NINE,FIVE,THREE,TEN,TEN,FIVE,FOUR,NINE,QUEEN,9,non-burst
NINE,NINE,FIVE,THREE,TEN,TEN,FIVE,FOUR,NINE,QUEEN,13,non-burst
NINE,NINE,FIVE,THREE,TEN,TEN,FIVE,FOUR,NINE,QUEEN,15,non-burst
ACE,FOUR,EIGHT,FOUR,FOUR,JACK,SIX,QUEEN,TWO,FOUR,12,non-burst
ACE,FOUR,EIGHT,FOUR,FOUR,JACK,SIX,QUEEN,TWO,FOUR,14,non-burst
ACE,FOUR,EIGHT,FOUR,FOUR,JACK,SIX,QUEEN,TWO,FOUR,16,non-burst
ACE,FOUR,EIGHT,FOUR,FOUR,JACK,SIX,QUEEN,TWO,FOUR,6,non-burst
ACE,FOUR,EIGHT,FOUR,FOUR,JACK,SIX,QUEEN,TWO,FOUR,16,non-burst
SEVEN,NINE,FIVE,ACE,JACK,EIGHT,FOUR,FIVE,TWO,SIX,16,non-burst
SEVEN,NINE,FIVE,ACE,JACK,EIGHT,FOUR,FIVE,TWO,SIX,16,non-burst
SEVEN,NINE,FIVE,ACE,JACK,EIGHT,FOUR,FIVE,TWO,SIX,9,non-burst
SEVEN,NINE,FIVE,ACE,JACK,EIGHT,FOUR,FIVE,TWO,SIX,8,non-burst
ACE,TEN,FIVE,SIX,KING,SIX,TWO,FOUR,JACK,TWO,11,non-burst
ACE,TEN,FIVE,SIX,KING,SIX,TWO,FOUR,JACK,TWO,16,non-burst
ACE,TEN,FIVE,SIX,KING,SIX,TWO,FOUR,JACK,TWO,6,non-burst
ACE,TEN,FIVE,SIX,KING,SIX,TWO,FOUR,JACK,TWO,8,non-burst
ACE,TEN,FIVE,SIX,KING,SIX,TWO,FOUR,JACK,TWO,16,non-burst
ACE,TEN,FIVE,SIX,KING,SIX,TWO,FOUR,JACK,TWO,12,non-burst
EIGHT,FIVE,SIX,FOUR,FIVE,TWO,ACE,EIGHT,KING,EIGHT,10,non-burst
EIGHT,FIVE,SIX,FOUR,FIVE,TWO,ACE,EIGHT,KING,EIGHT,7,non-burst
EIGHT,NINE,SEVEN,QUEEN,FOUR,FOUR,FOUR,TWO,FIVE,THREE,8,non-burst
EIGHT,NINE,SEVEN,QUEEN,FOUR,FOUR,FOUR,TWO,FIVE,THREE,12,non-burst
EIGHT,NINE,SEVEN,QUEEN,FOUR,FOUR,FOUR,TWO,FIVE,THREE,6,non-burst
EIGHT,NINE,SEVEN,QUEEN,FOUR,FOUR,FOUR,TWO,FIVE,THREE,11,non-burst
EIGHT,NINE,SEVEN,QUEEN,FOUR,FOUR,FOUR,TWO,FIVE,THREE,14,non-burst
EIGHT,NINE,SEVEN,QUEEN,FOUR,FOUR,FOUR,TWO,FIVE,THREE,8,non-burst
EIGHT,NINE,SEVEN,QUEEN,FOUR,FOUR,FOUR,TWO,FIVE,THREE,12,non-burst
JACK,NINE,FIVE,JACK,SIX,SIX,THREE,THREE,FIVE,FIVE,15,non-burst
JACK,NINE,FIVE,JACK,SIX,SIX,THREE,THREE,FIVE,FIVE,12,non-burst
